team,team_code,group,player,name_on_shirt,position,date_of_birth,club,height_cm,squad_status,squad_size_rule,source,source_url,last_verified,notes,name_on_shirt_raw
Bosnia and Herzegovina,BIH,B,Martin ZLOMISLIC,ZLOMISLIC,GK,16/08/1998,HNK Rijeka (CRO),189,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,ZLOMISLIC ZLOMISLIĆ
Bosnia and Herzegovina,BIH,B,Haris TABAKOVIC,TABAKOVIC,FW,20/06/1994,Borussia Mönchengladbach (GER),196,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,TABAKOVIC TABAKOVIĆ
Bosnia and Herzegovina,BIH,B,Nidal CELIK,CELIK,DF,17/07/2006,RC Lens (FRA),192,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,CELIK ČELIK
Bosnia and Herzegovina,BIH,B,Jovo LUKIC,LUKIC,FW,28/11/1998,Universitatea Cluj (ROU),190,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,LUKIC LUKIĆ
Bosnia and Herzegovina,BIH,B,Ermin MAHMIC,MAHMIĆ,MF,14/03/2005,FC Slovan Liberec (CZE),182,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,MAHMIĆ MAHMIĆ
Brazil,BRA,C,Álisson ALISSON,ALISSON,GK,02/10/1992,Liverpool FC (ENG),193,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,BECKER A. BECKER
Brazil,BRA,C,Wesley WESLEY,WESLEY,DF,06/09/2003,AS Roma (ITA),175,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,VINÍCIUS FRANÇA LIMA WESLEY
Brazil,BRA,C,Gabriel GABRIEL MAGALHAES,GABRIEL MAGALHAES,DF,19/12/1997,Arsenal FC (ENG),190,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,DOS SANTOS MAGALHÃES GABRIEL
Brazil,BRA,C,Marcos MARQUINHOS,MARQUINHOS,DF,14/05/1994,Paris Saint-Germain (FRA),183,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,AOAS CORREA MARQUINHOS
Brazil,BRA,C,Carlos CASEMIRO,CASEMIRO,MF,23/02/1992,Manchester United FC (ENG),185,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,CASIMIRO CASEMIRO
Brazil,BRA,C,Alex ALEX SANDRO,ALEX SANDRO,DF,26/01/1991,CR Flamengo (BRA),180,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,LOBO SILVA ALEX SANDRO
Brazil,BRA,C,Vinicius VINICIUS JUNIOR,VINICIUS JUNIOR,FW,12/07/2000,Real Madrid C. F. (ESP),176,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,PAIXÃO DE OLIVEIRA JÚNIOR VINI JR.
Brazil,BRA,C,Bruno BRUNO GUIMARAES,BRUNO GUIMARAES,MF,16/11/1997,Newcastle United FC (ENG),182,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,GUIMARÃES RODRIGUEZ MOURA BRUNO G.
Brazil,BRA,C,Matheus MATHEUS CUNHA,MATHEUS CUNHA,FW,27/05/1999,Manchester United FC (ENG),183,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,SANTOS CARNEIRO DA CUNHA CUNHA
Brazil,BRA,C,Neymar NEYMAR JR,NEYMAR JR,FW,05/02/1992,Santos FC (BRA),175,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,DA SILVA SANTOS JÚNIOR NEYMAR JR
Brazil,BRA,C,Raphael RAPHINHA,RAPHINHA,FW,14/12/1996,FC Barcelona (ESP),176,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,DIAS BELLOLI RAPHINHA
Brazil,BRA,C,Weverton WEVERTON,WEVERTON,GK,13/12/1987,Grêmio FBPA (BRA),189,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,PEREIRA DA SILVA WEVERTON
Brazil,BRA,C,Danilo DANILO,DANILO,DF,15/07/1991,CR Flamengo (BRA),184,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,DA SILVA DANILO
Brazil,BRA,C,Gleison BREMER,BREMER,DF,18/03/1997,Juventus FC (ITA),188,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,SILVA NASCIMENTO BREMER
Brazil,BRA,C,Leonardo LEO PEREIRA,LEO PEREIRA,DF,31/01/1996,CR Flamengo (BRA),189,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,PEREIRA LEO PEREIRA
Brazil,BRA,C,Douglas DOUGLAS SANTOS,DOUGLAS SANTOS,DF,22/03/1994,FC Zenit St. Petersburg (RUS),173,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,DOS SANTOS JUSTINO DE MELO DOUGLAS SANTOS
Brazil,BRA,C,Fabio FABINHO,FABINHO,MF,23/10/1993,Al Ittihad (KSA),188,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,TAVARES FABINHO
Brazil,BRA,C,Danilo DANILO SANTOS,DANILO SANTOS,MF,29/04/2001,Botafogo (BRA),177,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,DOS SANTOS DE OLIVEIRA DANILO S.
Brazil,BRA,C,Endrick ENDRICK,ENDRICK,FW,21/07/2006,Olympique Lyonnais (FRA),172,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,MOREIRA DE SOUSA PESSOA ENDRICK
Brazil,BRA,C,Lucas LUCAS PAQUETA,LUCAS PAQUETA,MF,27/08/1997,CR Flamengo (BRA),183,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,TOLENTINO COELHO DE LIMA L. PAQUETA
Brazil,BRA,C,Luiz LUIZ HENRIQUE,LUIZ HENRIQUE,FW,02/01/2001,FC Zenit St. Petersburg (RUS),182,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,ROSA DA SILVA L. HENRIQUE
Brazil,BRA,C,Gabriel GABRIEL MARTINELLI,GABRIEL MARTINELLI,FW,18/06/2001,Arsenal FC (ENG),178,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,TEODORO MARTINELLI SILVA MARTINELLI
Brazil,BRA,C,Ederson EDERSON,EDERSON,GK,17/08/1993,Fenerbahçe SK (TUR),188,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,SANTANA DE MORAES EDERSON
Brazil,BRA,C,Roger ROGER IBANEZ,ROGER IBANEZ,DF,23/11/1998,Al Ahli FC (KSA),186,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,IBAÑEZ DA SILVA IBAÑEZ
Brazil,BRA,C,Igor IGOR THIAGO,IGOR THIAGO,FW,26/06/2001,Brentford FC (ENG),190,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,NASCIMENTO RODRIGUES THIAGO
Brazil,BRA,C,Rayan RAYAN,RAYAN,FW,03/08/2006,AFC Bournemouth (ENG),187,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,SIMPLICIO ROCHA RAYAN
Cape Verde,CPV,H,Josimar VOZINHA,VOZINHA,GK,03/06/1986,GD Chaves (POR),189,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,ÉVORA DIAS VOZINHA
Cape Verde,CPV,H,Ianique STOPIRA,STOPIRA,DF,20/05/1988,SCU Torreense (POR),178,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,DOS SANTOS TAVARES STOPIRA
Cape Verde,CPV,H,Edilson DINEY BORGES,DINEY BORGES,DF,17/01/1995,Al Bataeh Club (UAE),185,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,MONTEIRO SANCHES BORGES BORGES
Cape Verde,CPV,H,Roberto PICO LOPES,PICO LOPES,DF,17/06/1992,Shamrock Rovers FC (IRL),186,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,LOPES LOPES
Cape Verde,CPV,H,Logan LOGAN COSTA,LOGAN COSTA,DF,01/04/2001,Villarreal CF (ESP),190,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,COSTA LOGAN
Cape Verde,CPV,H,Kevin KEVIN PINA,KEVIN PINA,MF,27/01/1997,FC Krasnodar (RUS),177,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,GONÇALVES PEREIRA DE PINA KEVIN L.
Cape Verde,CPV,H,Jovane JOVANE CABRAL,JOVANE CABRAL,MF,14/06/1998,CF Estrela Da Amadora (POR),174,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,BORGES CABRAL JOVANE
Cape Verde,CPV,H,João JOAO PAULO,JOÃO PAULO,MF,26/05/1998,FC FCSB (ROU),180,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,MOREIRA FERNANDES JOÃO PAULO
Cape Verde,CPV,H,Gilson GILSON BENCHIMOL,GILSON BENCHIMOL,FW,29/12/2001,FC Akron Tolyatti (RUS),187,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,BENCHIMOL TAVARES BENCHIMOL
Cape Verde,CPV,H,Jamiro JAMIRO MONTEIRO,JAMIRO MONTEIRO,MF,23/11/1993,PEC Zwolle (NED),175,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,MONTEIRO ALVARENGA MONTEIRO
Cape Verde,CPV,H,Garry GARRY RODRIGUES,GARRY RODRIGUES,MF,27/11/1990,Apollon Limassol (CYP),173,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,MENDES RODRIGUES RODRIGUES
Cape Verde,CPV,H,Márcio MARCIO ROSA,MARCIO ROSA,GK,23/02/1997,PFC Montana (BUL),186,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,BRAZÃO DA ROSA MARCIO
Cape Verde,CPV,H,Sidny SIDNY LOPES CABRAL,SIDNY LOPES CABRAL,DF,18/09/2002,SL Ben ca (POR),176,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,LOPES CABRAL LOPES CABRAL
Cape Verde,CPV,H,Deroy DEROY DUARTE,DEROY DUARTE,MF,04/07/1999,PFC Ludogorets Razgrad (BUL),177,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,D'ENCARNAÇÃO DUARTE D. DUARTE
Cape Verde,CPV,H,Laros LAROS DUARTE,LAROS DUARTE,MF,28/02/1997,Puskás Akadémia FC (HUN),180,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,D'ENCARNAÇÃO DUARTE DUARTE
Cape Verde,CPV,H,Jair YANNICK SEMEDO,YANNICK SEMEDO,MF,29/12/1995,SC Farense (POR),176,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,SEMEDO MONTEIRO Y. SEMEDO
Cape Verde,CPV,H,Willy WILLY SEMEDO,WILLY SEMEDO,MF,27/04/1994,AC Omonia (CYP),185,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,SEMEDO AFONSO SEMEDO
Cape Verde,CPV,H,Telmo TELMO ARCANJO,TELMO ARCANJO,MF,21/06/2001,Vitória SC (POR),180,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,GOMES ARCANJO ARCANJO
Cape Verde,CPV,H,Dailon DAILON LIVRAMENTO,DAILON LIVRAMENTO,FW,04/05/2001,Casa Pia AC (POR),185,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,ROCHA LIVRAMENTO LIVRAMENTO
Cape Verde,CPV,H,Ryan RYAN MENDES,RYAN MENDES,FW,08/01/1990,Iğdır FK (TUR),178,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,DA GRACA MENDES RYAN
Cape Verde,CPV,H,Nuno NUNO DA COSTA,NUNO DA COSTA,MF,10/02/1991,Başakşehir FK (TUR),182,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,DA COSTA JOIA DA COSTA
Cape Verde,CPV,H,Steven STEVEN MOREIRA,STEVEN MOREIRA,DF,13/08/1994,Columbus Crew (USA),178,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,MOREIRA MOREIRA
Cape Verde,CPV,H,Carlos CJ DOS SANTOS,CJ DOS SANTOS,GK,24/08/2000,San Diego FC (USA),189,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,ANTUNES DOS SANTOS DOS SANTOS
Cape Verde,CPV,H,Wagner WAGNER PINA,WAGNER PINA,DF,03/11/2002,Trabzonspor (TUR),180,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,CARDOSO DE PINA WAGNER P.
Cape Verde,CPV,H,Kelvin KELVIN PIRES,KELVIN PIRES,DF,05/06/2000,SJK (FIN),193,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,SPENCER PIRES KELVIN
Cape Verde,CPV,H,Hélio HELIO VARELA,HELIO VARELA,MF,03/05/2002,Maccabi Tel-Aviv FC (ISR),176,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,OLIVEIRA ALVES VARELA HÉLIO
Canada,CAN,B,Dayne ST. CLAIR,ST. CLAIR,GK,09/05/1997,Inter Miami CF (USA),191,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,ST. CLAIR ST. CLAIR
Canada,CAN,B,Alistair JOHNSTON,JOHNSTON,DF,08/10/1998,Celtic FC (SCO),180,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,JOHNSTON JOHNSTON
Canada,CAN,B,Al JONES,JONES,DF,07/10/1997,Middlesbrough FC (ENG),191,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,JONES JONES
Canada,CAN,B,Luc DE FOUGEROLLES,DE FOUGEROLLES,DF,12/10/2005,FCV Dender EH (BEL),183,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,ROLLET DE FOUGEROLLES DE FOUGEROLLES
Canada,CAN,B,Joel WATERMAN,WATERMAN,DF,24/01/1996,Chicago Fire FC (USA),185,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,WATERMAN WATERMAN
Canada,CAN,B,Mathieu CHOINIERE,CHOINIÈRE,MF,07/02/1999,LAFC (USA),173,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,CHOINIÈRE CHOINIÈRE
Canada,CAN,B,Stephen EUSTAQUIO,EUSTÁQUIO,MF,21/12/1996,LAFC (USA),175,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,ANTUNES EUSTÁQUIO EUSTÀQUIO
Canada,CAN,B,Ismael KONE,KONÉ,MF,16/06/2002,US Sassuolo (ITA),188,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,KONÉ KONÉ
Canada,CAN,B,Cyle LARIN,LARIN,FW,17/04/1995,Southampton FC (ENG),188,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,LARIN LARIN
Canada,CAN,B,Jonathan DAVID,DAVID,FW,14/01/2000,Juventus FC (ITA),175,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,DAVID J. DAVID
Canada,CAN,B,Liam MILLAR,MILLAR,MF,27/09/1999,Hull City FC (ENG),176,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,MILLAR MILLAR
Canada,CAN,B,Tani OLUWASEYI,OLUWASEYI,FW,15/05/2000,Villarreal CF (ESP),187,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,OLUWASEYI OLUWASEYI
Canada,CAN,B,Derek CORNELIUS,CORNELIUS,DF,25/11/1997,Rangers FC (SCO),186,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,CORNELIUS CORNELIUS
Canada,CAN,B,Jacob SHAFFELBURG,SHAFFELBURG,MF,26/11/1999,LAFC (USA),181,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,SHAFFELBURG SHAFFELBURG
Canada,CAN,B,Moise BOMBITO,BOMBITO,DF,30/03/2000,OGC Nice (FRA),190,final,26,FIFA official squad list PDF,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,2026-06-15,Parsed from FIFA official PDF text. Shirt numbers are not reliably mapped in extracted PDF text; use cross-check sources before matchday use.,LUMPUNGU BOMBITO
