snapshot_id,match_id,group,team,points_before,played_before,wins_before,draws_before,losses_before,gf_before,ga_before,gd_before,rank_before,remaining_matches,remaining_opponents,can_qualify_if_win,can_qualify_if_draw,elimination_risk_if_loss,draw_utility,win_necessity,round_before,path_state,state_reason_code,p_finish_1,p_finish_2,p_finish_3,p_finish_4,p_top2,p_best8_third,p_advance
V37_PRE_WC2026-B52,WC2026-B52,B,Qatar,1,2,0,1,1,1,7,-6,4,1,,false,true,true,0.1,0.7325,3,must_win,MUST_WIN_SURVIVAL,0,0,0.3333,0.6667,0,0.1913,0.1913
V37_PRE_WC2026-A53,WC2026-A53,A,Czechia,1,2,0,1,1,2,3,-1,3,1,,true,true,true,0.1,0.7325,3,must_win,MUST_WIN_SURVIVAL,0,0.1111,0.5556,0.3333,0.1111,0.3659,0.477
V37_PRE_WC2026-A53,WC2026-A53,A,Mexico,6,2,2,0,0,3,0,3,1,1,,true,true,false,0.75,0.15,3,clinched_top2,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,1,0,0,0,1,0,1
V37_PRE_WC2026-A54,WC2026-A54,A,South Africa,1,2,0,1,1,1,3,-2,4,1,,true,true,true,0.1,0.7325,3,must_win,MUST_WIN_SURVIVAL,0,0.2222,0.2222,0.5556,0.2222,0.1514,0.3736
V37_PRE_WC2026-A54,WC2026-A54,A,South Korea,3,2,1,0,1,2,2,0,2,1,,true,true,true,0.45,0.42,3,must_not_lose,R2_THREE_POINTS_DRAW_TO_FOUR,0,0.6667,0.2222,0.1111,0.6667,0.1514,0.8181
V37_PRE_WC2026-E55,WC2026-E55,E,Curacao,1,2,0,1,1,1,7,-6,4,1,,true,true,true,0.1,0.7325,3,must_win,MUST_WIN_SURVIVAL,0,0.2222,0.2222,0.5556,0.2222,0.1483,0.3705
V37_PRE_WC2026-E55,WC2026-E55,E,Ivory Coast,3,2,1,0,1,2,2,0,2,1,,true,true,true,0.45,0.42,3,must_not_lose,R2_THREE_POINTS_DRAW_TO_FOUR,0,0.6667,0.2222,0.1111,0.6667,0.1483,0.815
V37_PRE_WC2026-E56,WC2026-E56,E,Ecuador,1,2,0,1,1,0,1,-1,3,1,,true,true,true,0.1,0.7325,3,must_win,MUST_WIN_SURVIVAL,0,0.1111,0.5556,0.3333,0.1111,0.3659,0.477
V37_PRE_WC2026-E56,WC2026-E56,E,Germany,6,2,2,0,0,9,2,7,1,1,,true,true,false,0.75,0.15,3,clinched_top2,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,1,0,0,0,1,0,1
V37_PRE_WC2026-F57,WC2026-F57,F,Japan,4,2,1,1,0,6,2,4,2,1,,true,true,false,0.55,0.5,3,top_slot_chase,FOUR_POINTS_NOT_CLINCHED,0.3333,0.3333,0.3333,0,0.6667,0.2825,0.9492
V37_PRE_WC2026-F57,WC2026-F57,F,Sweden,3,2,1,0,1,6,6,0,3,1,,true,true,false,0.25,0.5875,3,third_place_bubble,R3_BEST_THIRD_GD_CHASE,0.2222,0.1111,0.6667,0,0.3333,0.5651,0.8984
V37_PRE_WC2026-F58,WC2026-F58,F,Tunisia,0,2,0,0,2,1,9,-8,4,1,,false,false,true,0.3,0.25,3,eliminated,ELIMINATED_ALL_SCENARIOS,0,0,0,1,0,0,0
V37_PRE_WC2026-F58,WC2026-F58,F,Netherlands,4,2,1,1,0,7,3,4,1,1,,true,true,false,0.75,0.15,3,near_clinched,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,0.4444,0.5556,0,0,1,0,1
V37_PRE_WC2026-D59,WC2026-D59,D,Turkey,0,2,0,0,2,0,3,-3,4,1,,false,true,true,0.1,0.855,3,must_win_big,R2_ZERO_POINTS_SURVIVAL,0,0,0.1111,0.8889,0,0.0843,0.0843
V37_PRE_WC2026-D59,WC2026-D59,D,USA,6,2,2,0,0,6,1,5,1,1,,true,true,false,0.75,0.15,3,clinched_top2,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,1,0,0,0,1,0,1
V37_PRE_WC2026-D60,WC2026-D60,D,Paraguay,3,2,1,0,1,2,4,-2,3,1,,true,true,true,0.25,0.625,3,third_place_bubble,R3_BEST_THIRD_GD_CHASE,0,0.3333,0.5556,0.1111,0.3333,0.4392,0.7725
V37_PRE_WC2026-D60,WC2026-D60,D,Australia,3,2,1,0,1,2,2,0,2,1,,true,true,false,0.45,0.42,3,must_not_lose,R2_THREE_POINTS_DRAW_TO_FOUR,0,0.6667,0.3333,0,0.6667,0.2635,0.9302
V37_PRE_WC2026-I61,WC2026-I61,I,Norway,3,1,1,0,0,4,1,3,1,1,,true,true,false,0.75,0.15,3,near_clinched,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,0.6667,0.3333,0,0,1,0,1
V37_PRE_WC2026-I61,WC2026-I61,I,France,3,1,1,0,0,3,1,2,2,1,,true,true,false,0.75,0.15,3,near_clinched,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,0.3333,0.6667,0,0,1,0,1
V37_PRE_WC2026-I62,WC2026-I62,I,Senegal,0,1,0,0,1,1,3,-2,3,1,,false,true,true,0.1,0.7325,3,must_win,R2_ZERO_POINTS_SURVIVAL,0,0,0.6667,0.3333,0,0.3467,0.3467
V37_PRE_WC2026-I62,WC2026-I62,I,Iraq,0,1,0,0,1,1,4,-3,4,1,,false,true,true,0.1,0.855,3,must_win_big,R2_ZERO_POINTS_SURVIVAL,0,0,0.3333,0.6667,0,0.1733,0.1733
V37_PRE_WC2026-G63,WC2026-G63,G,Egypt,1,1,0,1,0,1,1,0,4,1,,true,true,true,0.3,0.35,3,open_group,OPEN_GROUP_TIED_ON_ONE,0.1111,0.2222,0.2222,0.4444,0.3333,0.152,0.4853
V37_PRE_WC2026-G63,WC2026-G63,G,Iran,1,1,0,1,0,2,2,0,2,1,,true,true,true,0.3,0.35,3,open_group,OPEN_GROUP_TIED_ON_ONE,0.2222,0.4444,0.1111,0.2222,0.6667,0.076,0.7427
V37_PRE_WC2026-G64,WC2026-G64,G,New Zealand,1,1,0,1,0,2,2,0,1,1,,true,true,true,0.3,0.35,3,open_group,OPEN_GROUP_TIED_ON_ONE,0.4444,0.2222,0.2222,0.1111,0.6667,0.152,0.8187
V37_PRE_WC2026-G64,WC2026-G64,G,Belgium,1,1,0,1,0,1,1,0,3,1,,true,true,true,0.3,0.35,3,open_group,OPEN_GROUP_TIED_ON_ONE,0.2222,0.1111,0.4444,0.2222,0.3333,0.3039,0.6372
V37_PRE_WC2026-H65,WC2026-H65,H,Cape Verde,1,1,0,1,0,0,0,0,4,1,,true,true,true,0.3,0.35,3,open_group,OPEN_GROUP_TIED_ON_ONE,0.1111,0.2222,0.2222,0.4444,0.3333,0.152,0.4853
V37_PRE_WC2026-H65,WC2026-H65,H,Saudi Arabia,1,1,0,1,0,1,1,0,2,1,,true,true,true,0.3,0.35,3,open_group,OPEN_GROUP_TIED_ON_ONE,0.2222,0.4444,0.1111,0.2222,0.6667,0.076,0.7427
V37_PRE_WC2026-H66,WC2026-H66,H,Uruguay,1,1,0,1,0,1,1,0,1,1,,true,true,true,0.3,0.35,3,open_group,OPEN_GROUP_TIED_ON_ONE,0.4444,0.2222,0.2222,0.1111,0.6667,0.152,0.8187
V37_PRE_WC2026-H66,WC2026-H66,H,Spain,1,1,0,1,0,0,0,0,3,1,,true,true,true,0.3,0.35,3,open_group,OPEN_GROUP_TIED_ON_ONE,0.2222,0.1111,0.4444,0.2222,0.3333,0.3039,0.6372
V37_PRE_WC2026-L67,WC2026-L67,L,Panama,0,1,0,0,1,0,1,-1,3,1,,false,true,true,0.1,0.7325,3,must_win,R2_ZERO_POINTS_SURVIVAL,0,0,0.6667,0.3333,0,0.3763,0.3763
V37_PRE_WC2026-L67,WC2026-L67,L,England,3,1,1,0,0,4,2,2,1,1,,true,true,false,0.75,0.15,3,near_clinched,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,0.6667,0.3333,0,0,1,0,1
V37_PRE_WC2026-L68,WC2026-L68,L,Croatia,0,1,0,0,1,2,4,-2,4,1,,false,true,true,0.1,0.7325,3,must_win,R2_ZERO_POINTS_SURVIVAL,0,0,0.3333,0.6667,0,0.1857,0.1857
V37_PRE_WC2026-L68,WC2026-L68,L,Ghana,3,1,1,0,0,1,0,1,2,1,,true,true,false,0.75,0.15,3,near_clinched,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,0.3333,0.6667,0,0,1,0,1
V37_PRE_WC2026-J69,WC2026-J69,J,Algeria,0,1,0,0,1,0,3,-3,4,1,,false,true,true,0.1,0.855,3,must_win_big,R2_ZERO_POINTS_SURVIVAL,0,0,0.3333,0.6667,0,0.1742,0.1742
V37_PRE_WC2026-J69,WC2026-J69,J,Austria,3,1,1,0,0,3,1,2,2,1,,true,true,false,0.75,0.15,3,near_clinched,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,0.3333,0.6667,0,0,1,0,1
V37_PRE_WC2026-J70,WC2026-J70,J,Jordan,0,1,0,0,1,1,3,-2,3,1,,false,true,true,0.1,0.7325,3,must_win,R2_ZERO_POINTS_SURVIVAL,0,0,0.6667,0.3333,0,0.3538,0.3538
V37_PRE_WC2026-J70,WC2026-J70,J,Argentina,3,1,1,0,0,3,0,3,1,1,,true,true,false,0.75,0.15,3,near_clinched,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,0.6667,0.3333,0,0,1,0,1
V37_PRE_WC2026-K71,WC2026-K71,K,Colombia,3,1,1,0,0,3,1,2,1,1,,true,true,false,0.3,0.55,3,control_destiny,CONTROL_DESTINY,0.6667,0.2222,0.1111,0,0.8889,0.0793,0.9682
V37_PRE_WC2026-K71,WC2026-K71,K,Portugal,1,1,0,1,0,1,1,0,3,1,,true,true,true,0.1,0.7325,3,must_win,MUST_WIN_SURVIVAL,0.2222,0.1111,0.5556,0.1111,0.3333,0.3968,0.7301
V37_PRE_WC2026-K72,WC2026-K72,K,DR Congo,1,1,0,1,0,1,1,0,2,1,,true,true,true,0.1,0.7325,3,must_win,MUST_WIN_SURVIVAL,0.1111,0.4444,0.2222,0.2222,0.5556,0.1498,0.7054
V37_PRE_WC2026-K72,WC2026-K72,K,Uzbekistan,0,1,0,0,1,1,3,-2,4,1,,true,true,true,0.1,0.7325,3,must_win,R2_ZERO_POINTS_SURVIVAL,0,0.2222,0.1111,0.6667,0.2222,0.0749,0.2971
