team,field,gap_type,action,confidence,is_estimated,notes
Cape Verde,crosses90,missing_advanced_metric,left_empty,0.76,true,style=compact-low-block; qualifier_xg=1.31
Cape Verde,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=compact-low-block; qualifier_xg=1.31
Cape Verde,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=compact-low-block; qualifier_xg=1.31
Cape Verde,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=compact-low-block; pressing_intensity=0.32
Saudi Arabia,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.47
Saudi Arabia,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.47
Saudi Arabia,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.47
Saudi Arabia,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.47
Saudi Arabia,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.47
Saudi Arabia,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.47
Saudi Arabia,crosses90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.47
Saudi Arabia,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.47
Saudi Arabia,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.47
Saudi Arabia,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=low-block; pressing_intensity=0.48
Uruguay,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.152
Uruguay,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.152
Uruguay,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.152
Uruguay,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.152
Uruguay,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.152
Uruguay,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.152
Uruguay,crosses90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.152
Uruguay,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.152
Uruguay,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.152
Uruguay,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=possession-dominant; pressing_intensity=0.95
France,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=balanced-control; qualifier_xg=2.363
France,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=balanced-control; qualifier_xg=2.363
France,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=balanced-control; qualifier_xg=2.363
France,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=balanced-control; qualifier_xg=2.363
France,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=balanced-control; qualifier_xg=2.363
France,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=balanced-control; qualifier_xg=2.363
France,crosses90,missing_advanced_metric,left_empty,0.76,true,style=balanced-control; qualifier_xg=2.363
France,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=balanced-control; qualifier_xg=2.363
France,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=balanced-control; qualifier_xg=2.363
France,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=balanced-control; pressing_intensity=0.55
Senegal,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=1.694
Senegal,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=1.694
Senegal,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=1.694
Senegal,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=1.694
Senegal,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=1.694
Senegal,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=1.694
Senegal,crosses90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=1.694
Senegal,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=1.694
Senegal,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=1.694
Senegal,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=mid-block-counter; pressing_intensity=0.58
Iraq,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.113
Iraq,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.113
Iraq,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.113
Iraq,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.113
Iraq,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.113
Iraq,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.113
Iraq,crosses90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.113
Iraq,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.113
Iraq,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.113
Iraq,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=low-block; pressing_intensity=0.48
Norway,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=2.21
Norway,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=2.21
Norway,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=2.21
Norway,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=2.21
Norway,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=2.21
Norway,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=2.21
Norway,crosses90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=2.21
Norway,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=2.21
Norway,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=2.21
Norway,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=possession-dominant; pressing_intensity=0.65
Argentina,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=balanced-direct; qualifier_xg=1.304
Argentina,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=balanced-direct; qualifier_xg=1.304
Argentina,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=balanced-direct; qualifier_xg=1.304
Argentina,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=balanced-direct; qualifier_xg=1.304
Argentina,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=balanced-direct; qualifier_xg=1.304
Argentina,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=balanced-direct; qualifier_xg=1.304
Argentina,crosses90,missing_advanced_metric,left_empty,0.76,true,style=balanced-direct; qualifier_xg=1.304
Argentina,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=balanced-direct; qualifier_xg=1.304
Argentina,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=balanced-direct; qualifier_xg=1.304
Argentina,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=balanced-direct; pressing_intensity=0.62
Algeria,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=possession-press; qualifier_xg=1.337
Algeria,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=possession-press; qualifier_xg=1.337
Algeria,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=possession-press; qualifier_xg=1.337
Algeria,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=possession-press; qualifier_xg=1.337
Algeria,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=possession-press; qualifier_xg=1.337
Algeria,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=possession-press; qualifier_xg=1.337
Algeria,crosses90,missing_advanced_metric,left_empty,0.76,true,style=possession-press; qualifier_xg=1.337
Algeria,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=possession-press; qualifier_xg=1.337
Algeria,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=possession-press; qualifier_xg=1.337
Algeria,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=possession-press; pressing_intensity=0.55
Austria,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.582
Austria,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.582
Austria,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.582
Austria,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.582
Austria,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.582
Austria,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.582
Austria,crosses90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.582
Austria,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.582
Austria,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.582
Austria,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=possession-dominant; pressing_intensity=0.92
Jordan,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.283
Jordan,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.283
Jordan,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.283
Jordan,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.283
Jordan,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.283
Jordan,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.283
Jordan,crosses90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.283
Jordan,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.283
Jordan,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=low-block; qualifier_xg=1.283
Jordan,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=low-block; pressing_intensity=0.35
Portugal,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=possession-stagnant; qualifier_xg=2.435
Portugal,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=possession-stagnant; qualifier_xg=2.435
Portugal,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=possession-stagnant; qualifier_xg=2.435
Portugal,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=possession-stagnant; qualifier_xg=2.435
Portugal,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=possession-stagnant; qualifier_xg=2.435
Portugal,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=possession-stagnant; qualifier_xg=2.435
Portugal,crosses90,missing_advanced_metric,left_empty,0.76,true,style=possession-stagnant; qualifier_xg=2.435
Portugal,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=possession-stagnant; qualifier_xg=2.435
Portugal,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=possession-stagnant; qualifier_xg=2.435
Portugal,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=possession-stagnant; pressing_intensity=0.62
DR Congo,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=compact-low-block; qualifier_xg=1.217
DR Congo,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=compact-low-block; qualifier_xg=1.217
DR Congo,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=compact-low-block; qualifier_xg=1.217
DR Congo,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=compact-low-block; qualifier_xg=1.217
DR Congo,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=compact-low-block; qualifier_xg=1.217
DR Congo,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=compact-low-block; qualifier_xg=1.217
DR Congo,crosses90,missing_advanced_metric,left_empty,0.76,true,style=compact-low-block; qualifier_xg=1.217
DR Congo,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=compact-low-block; qualifier_xg=1.217
DR Congo,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=compact-low-block; qualifier_xg=1.217
DR Congo,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=compact-low-block; pressing_intensity=0.45
Uzbekistan,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.686
Uzbekistan,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.686
Uzbekistan,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.686
Uzbekistan,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.686
Uzbekistan,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.686
Uzbekistan,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.686
Uzbekistan,crosses90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.686
Uzbekistan,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.686
Uzbekistan,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.686
Uzbekistan,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=low-block-counter; pressing_intensity=0.52
Colombia,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.412
Colombia,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.412
Colombia,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.412
Colombia,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.412
Colombia,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.412
Colombia,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.412
Colombia,crosses90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.412
Colombia,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.412
Colombia,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.412
Colombia,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=possession-dominant; pressing_intensity=0.58
England,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=set-piece-heavy; qualifier_xg=2.271
England,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=set-piece-heavy; qualifier_xg=2.271
England,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=set-piece-heavy; qualifier_xg=2.271
England,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=set-piece-heavy; qualifier_xg=2.271
England,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=set-piece-heavy; qualifier_xg=2.271
England,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=set-piece-heavy; qualifier_xg=2.271
England,crosses90,missing_advanced_metric,left_empty,0.76,true,style=set-piece-heavy; qualifier_xg=2.271
England,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=set-piece-heavy; qualifier_xg=2.271
England,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=set-piece-heavy; qualifier_xg=2.271
England,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=set-piece-heavy; pressing_intensity=0.78
Croatia,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=2.29
Croatia,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=2.29
Croatia,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=2.29
Croatia,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=2.29
Croatia,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=2.29
Croatia,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=2.29
Croatia,crosses90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=2.29
Croatia,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=2.29
Croatia,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=mid-block-counter; qualifier_xg=2.29
Croatia,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=mid-block-counter; pressing_intensity=0.48
Ghana,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.48
Ghana,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.48
Ghana,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.48
Ghana,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.48
Ghana,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.48
Ghana,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.48
Ghana,crosses90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.48
Ghana,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.48
Ghana,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=low-block-counter; qualifier_xg=1.48
Ghana,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=low-block-counter; pressing_intensity=0.45
Panama,high_turnovers90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.756
Panama,direct_attacks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.756
Panama,fast_breaks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.756
Panama,passes_per_sequence,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.756
Panama,deep_completions90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.756
Panama,box_entries90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.756
Panama,crosses90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.756
Panama,cutbacks90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.756
Panama,set_piece_xg90,missing_advanced_metric,left_empty,0.76,true,style=possession-dominant; qualifier_xg=1.756
Panama,ppda,estimated_from_style_coach,estimated,0.76,true,style_label=possession-dominant; pressing_intensity=0.4
