player,nation_raw,position,club,league,age,born,season,matches_played,starts,minutes,nineties,goals,assists,xg,npxg,xag,npxg_xag,progressive_carries,progressive_passes,progressive_receives,xg_per90,xag_per90,npxg_per90,source,source_url,last_verified
Gabriel Gudmundsson,seSWE,DF,Lille,Ligue 1,25-363,1999,2024-25,27,19,1666,18.5,2,0,0.7,0.7,1.1,1.8,69,83,107,0.06,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Gonçalo Guedes,ptPOR,"MF,FW",Wolves,gPremier League,28-149,1996,2024-25,25,7,772,8.6,2,4,2.2,2.2,1.1,3.3,32,30,58,0.13,0.39,0.39,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Axel Gueguin,frFRA,FW,Montpellier,Ligue 1,20-034,2005,2024-25,1,0,23,0.3,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Marc Guéhi,engENG,DF,Crystal Palace,gPremier League,24-288,2000,2024-25,32,32,2879,32.0,3,2,1.9,1.9,1.2,3.1,22,126,8,0.04,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mattéo Guendouzi,frFRA,MF,Lazio,Serie A,26-013,1999,2024-25,32,32,2820,31.3,1,3,1.2,1.2,3.0,4.2,78,267,48,0.1,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Javier Guerra,esESP,MF,Valencia,La Liga,22-116,2003,2024-25,32,27,2244,24.9,3,3,2.0,2.0,2.9,4.9,47,127,80,0.12,0.2,0.2,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Raphaël Guerreiro,ptPOR,"DF,MF",Bayern Munich,Bundesliga,31-126,1993,2024-25,21,17,1424,15.8,4,4,2.8,2.8,2.9,5.7,36,75,115,0.18,0.36,0.36,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Evann Guessand,ciCIV,"FW,MF",Nice,Ligue 1,23-300,2001,2024-25,31,28,2427,27.0,11,7,8.1,8.1,4.5,12.6,84,77,153,0.17,0.47,0.47,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ander Guevara,esESP,MF,Alavés,La Liga,27-294,1997,2024-25,29,16,1606,17.8,0,1,0.5,0.5,0.5,1.0,13,98,15,0.03,0.06,0.06,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Pape Gueye,snSEN,MF,Villarreal,La Liga,26-093,1999,2024-25,28,22,1891,21.0,2,0,2.4,2.4,1.0,3.4,34,132,59,0.05,0.16,0.16,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Morgan Guilavogui,gnGUI,"FW,MF",St. Pauli,Bundesliga,27-048,1998,2024-25,21,17,1472,16.4,5,1,6.0,6.0,1.8,7.8,32,33,110,0.11,0.48,0.48,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Frederic Guilbert,frFRA,DF,Lecce,Serie A,30-124,1994,2024-25,26,26,2064,22.9,0,1,0.2,0.2,1.7,2.0,43,76,41,0.08,0.09,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Luis Guilherme,brBRA,"MF,FW",West Ham,gPremier League,19-077,2006,2024-25,11,1,138,1.5,0,0,0.3,0.3,0.1,0.4,3,3,13,0.05,0.24,0.24,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Hugo Guillamón,esESP,MF,Valencia,La Liga,25-086,2000,2024-25,12,4,364,4.0,0,0,0.1,0.1,0.0,0.1,0,15,5,0.01,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Bruno Guimarães,brBRA,MF,Newcastle Utd,gPremier League,27-162,1997,2024-25,34,34,2912,32.4,4,6,3.8,3.8,5.6,9.4,53,241,79,0.17,0.29,0.29,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Carlos Guirao,esESP,MF,Betis,La Liga,22-000,2003,2024-25,2,2,110,1.2,0,0,0.0,0.0,0.0,0.0,1,2,2,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Bahereba Guirassy,frFRA,"FW,MF",Nantes,Ligue 1,18-241,2006,2024-25,16,2,318,3.5,2,0,0.7,0.7,0.1,0.8,13,6,32,0.01,0.22,0.22,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Serhou Guirassy,gnGUI,FW,Dortmund,Bundesliga,29-046,1996,2024-25,27,26,2343,26.0,17,4,19.8,17.4,3.8,21.2,20,38,116,0.15,0.91,0.82,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Marc Guiu,esESP,FW,Chelsea,gPremier League,19-113,2006,2024-25,3,0,73,0.8,0,0,0.0,0.0,0.0,0.0,0,0,3,0.04,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Péter Gulácsi,huHUN,GK,RB Leipzig,Bundesliga,34-356,1990,2024-25,28,28,2451,27.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Arda Güler,trTUR,"MF,FW",Real Madrid,La Liga,20-061,2005,2024-25,23,9,867,9.6,2,3,2.3,2.3,2.5,4.8,22,64,62,0.25,0.5,0.5,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Gerard Gumbau,esESP,MF,Rayo Vallecano,La Liga,30-130,1994,2024-25,18,7,766,8.5,0,1,1.0,1.0,1.3,2.3,2,34,21,0.16,0.27,0.27,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Robert Gumny,plPOL,DF,Augsburg,Bundesliga,26-327,1998,2024-25,5,1,182,2.0,0,0,0.2,0.2,0.4,0.6,4,8,7,0.21,0.29,0.29,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
İlkay Gündoğan,deGER,MF,Manchester City,gPremier League,34-185,1990,2024-25,30,22,1967,21.9,0,5,2.7,2.7,2.7,5.5,55,113,81,0.12,0.25,0.25,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Christian Günter,deGER,DF,Freiburg,Bundesliga,32-058,1993,2024-25,27,27,2282,25.4,2,2,0.8,0.6,2.5,3.2,19,52,108,0.1,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jon Guridi,esESP,"MF,FW",Alavés,La Liga,30-058,1995,2024-25,28,22,1733,19.3,3,1,3.4,2.6,1.1,3.7,22,71,72,0.06,0.23,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Gorka Guruzeta,esESP,FW,Athletic Club,La Liga,28-227,1996,2024-25,32,18,1572,17.5,6,2,5.2,5.1,0.9,6.0,6,25,52,0.05,0.35,0.35,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Malo Gusto,frFRA,DF,Chelsea,gPremier League,21-343,2003,2024-25,28,19,1819,20.2,0,1,1.7,1.7,1.2,2.9,48,118,84,0.06,0.15,0.15,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Miguel Gutiérrez,esESP,"DF,MF",Girona,La Liga,23-274,2001,2024-25,29,29,2458,27.3,1,5,1.6,1.6,4.1,5.8,63,103,199,0.15,0.21,0.21,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Albert Guðmundsson,isISL,"FW,MF",Fiorentina,Serie A,27-316,1997,2024-25,21,15,1142,12.7,6,0,4.0,2.4,1.1,3.6,29,34,52,0.09,0.41,0.28,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Joško Gvardiol,hrCRO,DF,Manchester City,gPremier League,23-094,2002,2024-25,33,32,2917,32.4,5,0,4.4,4.0,2.0,6.0,78,240,96,0.06,0.2,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Emmanuel Gyasi,ghGHA,"DF,FW",Empoli,Serie A,31-106,1994,2024-25,32,32,2784,30.9,2,1,3.8,3.8,0.6,4.4,19,47,96,0.02,0.14,0.14,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Christian Gytkjær,dkDEN,FW,Venezia,Serie A,34-356,1990,2024-25,25,5,575,6.4,2,0,1.9,1.1,0.2,1.4,2,5,37,0.04,0.33,0.21,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Erling Haaland,noNOR,FW,Manchester City,gPremier League,24-280,2000,2024-25,28,28,2480,27.6,21,3,20.8,18.4,2.8,21.2,19,18,103,0.1,0.86,0.77,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Nicolas Haas,chSUI,MF,Empoli,Serie A,29-094,1996,2024-25,10,2,287,3.2,0,0,0.0,0.0,0.1,0.1,2,9,2,0.02,0.02,0.02,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Janik Haberer,deGER,"MF,DF",Union Berlin,Bundesliga,31-025,1994,2024-25,24,17,1362,15.1,0,0,0.7,0.7,0.4,1.1,8,53,17,0.03,0.07,0.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Robin Hack,deGER,FW,Gladbach,Bundesliga,26-243,1998,2024-25,30,24,1941,21.6,4,6,5.0,5.0,3.1,8.1,42,82,118,0.14,0.38,0.38,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Saad El Haddad,maMAR,MF,Venezia,Serie A,19-277,2005,2024-25,3,0,30,0.3,0,0,0.0,0.0,0.0,0.0,1,1,6,0.07,0.07,0.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Munir El Haddadi,maMAR,"MF,FW",Leganés,La Liga,29-238,1995,2024-25,20,6,578,6.4,3,0,0.9,0.9,0.6,1.5,7,17,29,0.1,0.24,0.24,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Amadou Haidara,mlMLI,MF,RB Leipzig,Bundesliga,27-086,1998,2024-25,27,15,1252,13.9,0,1,1.1,1.1,0.9,2.0,7,64,23,0.06,0.14,0.14,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Massadio Haïdara,mlMLI,DF,Brest,Ligue 1,32-146,1992,2024-25,18,17,1415,15.7,0,0,0.3,0.3,0.4,0.7,39,64,62,0.03,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Antoine Hainaut,frFRA,"DF,MF",Parma,Serie A,23-068,2002,2024-25,20,7,901,10.0,1,0,0.6,0.6,0.4,1.0,20,28,28,0.04,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mohamed Haj,tnTUN,MF,Parma,Serie A,20-032,2005,2024-25,15,3,453,5.0,1,2,0.6,0.6,1.2,1.8,6,13,28,0.24,0.36,0.36,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Achraf Hakimi,maMAR,DF,Paris S-G,Ligue 1,26-174,1998,2024-25,24,23,1976,22.0,4,6,2.9,2.9,6.2,9.1,93,180,265,0.28,0.42,0.42,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lewis Hall,engENG,DF,Newcastle Utd,gPremier League,20-231,2004,2024-25,27,24,2189,24.3,0,4,0.4,0.4,4.3,4.7,41,123,80,0.18,0.19,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sébastien Haller,ciCIV,FW,Leganés,La Liga,30-309,1994,2024-25,8,5,404,4.5,0,0,0.4,0.4,0.2,0.6,3,4,14,0.05,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ali Al Hamadi,iqIRQ,FW,Ipswich Town,gPremier League,23-057,2002,2024-25,11,0,134,1.5,0,0,0.4,0.4,0.1,0.4,4,3,14,0.05,0.28,0.28,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Andreas Hanche-Olsen,noNOR,DF,Mainz 05,Bundesliga,28-100,1997,2024-25,19,9,1014,11.3,1,1,0.5,0.5,0.3,0.8,2,27,5,0.03,0.07,0.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Florent Hanin,dzALG,DF,Angers,Ligue 1,35-082,1990,2024-25,29,27,2351,26.1,1,2,0.9,0.9,1.8,2.7,41,88,95,0.07,0.11,0.11,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ridgeciano Haps,srSUR,DF,Venezia,Serie A,31-319,1993,2024-25,20,11,1120,12.4,0,0,1.1,1.1,0.4,1.5,20,44,35,0.03,0.12,0.12,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Amine Harit,maMAR,MF,Marseille,Ligue 1,27-313,1997,2024-25,11,8,491,5.5,2,3,0.7,0.7,1.3,2.1,12,33,25,0.24,0.38,0.38,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Marcus Harness,engENG,MF,Ipswich Town,gPremier League,29-062,1996,2024-25,2,0,45,0.5,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Phil Harres,deGER,FW,Holstein Kiel,Bundesliga,23-033,2002,2024-25,23,17,1450,16.1,8,1,5.9,5.9,1.2,7.0,10,14,66,0.07,0.44,0.44,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jack Harrison,engENG,FW,Everton,gPremier League,28-158,1996,2024-25,30,22,1887,21.0,1,0,3.3,3.3,3.7,7.0,62,45,116,0.18,0.33,0.33,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Abdou Harroui,nlNED,"MF,FW",Hellas Verona,Serie A,27-104,1998,2024-25,10,5,463,5.1,1,2,2.2,2.2,0.4,2.6,23,21,34,0.09,0.51,0.51,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Taylor Harwood-Bellis,engENG,DF,Southampton,gPremier League,23-087,2002,2024-25,31,29,2564,28.5,1,0,1.7,1.7,1.0,2.7,28,116,9,0.03,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Hans Hateboer,nlNED,DF,Rennes,Ligue 1,31-108,1994,2024-25,26,18,1684,18.7,0,0,0.4,0.4,1.5,1.9,28,92,63,0.08,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Kjetil Haug,noNOR,GK,Toulouse,Ligue 1,26-319,1998,2024-25,6,5,498,5.5,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Kai Havertz,deGER,"FW,MF",Arsenal,gPremier League,25-320,1999,2024-25,21,21,1839,20.4,9,3,9.4,9.4,2.4,11.8,34,59,110,0.12,0.58,0.58,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ayden Heaven,engENG,DF,Manchester Utd,gPremier League,18-217,2006,2024-25,2,1,95,1.1,0,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jan Paul van Hecke,nlNED,DF,Brighton,gPremier League,24-323,2000,2024-25,30,29,2598,28.9,1,1,1.3,1.3,1.5,2.7,53,209,5,0.05,0.09,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Hwang Hee-chan,krKOR,"MF,FW",Wolves,gPremier League,29-091,1996,2024-25,19,5,645,7.2,2,0,0.8,0.8,0.1,0.9,15,12,40,0.02,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Dean Henderson,engENG,GK,Crystal Palace,gPremier League,28-046,1997,2024-25,34,34,3060,34.0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Liam Henderson,sctSCO,MF,Empoli,Serie A,29-002,1996,2024-25,32,24,2105,23.4,0,3,0.6,0.6,3.6,4.2,14,95,45,0.15,0.18,0.18,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ramon Hendriks,nlNED,DF,Stuttgart,Bundesliga,23-283,2001,2024-25,23,9,1063,11.8,0,1,0.6,0.6,1.0,1.6,8,34,22,0.09,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Paul Hennrich,deGER,MF,Hoffenheim,Bundesliga,20-052,2005,2024-25,1,0,12,0.1,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Benjamin Henrichs,deGER,DF,RB Leipzig,Bundesliga,28-063,1997,2024-25,15,10,935,10.4,0,2,0.5,0.4,1.4,1.8,9,29,55,0.14,0.18,0.18,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Henrique,brBRA,DF,Valladolid,La Liga,31-002,1994,2024-25,3,2,197,2.2,0,0,0.0,0.0,0.0,0.0,2,9,2,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Luis Henrique,brBRA,"DF,FW",Marseille,Ligue 1,23-134,2001,2024-25,30,27,2405,26.7,7,5,4.0,4.0,4.1,8.1,78,136,259,0.15,0.3,0.3,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Rico Henry,engENG,DF,Brentford,gPremier League,27-293,1997,2024-25,2,0,19,0.2,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mads Hermansen,dkDEN,GK,Leicester City,gPremier League,24-290,2000,2024-25,27,27,2385,26.5,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mario Hermoso,esESP,DF,Roma,Serie A,29-313,1995,2024-25,8,2,251,2.8,0,0,0.1,0.1,0.0,0.1,3,14,5,0.0,0.02,0.02,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mario Hermoso,esESP,DF,Leverkusen,Bundesliga,29-313,1995,2024-25,4,3,293,3.3,0,0,0.4,0.4,0.2,0.6,2,20,3,0.06,0.17,0.17,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Javi Hernández,esESP,DF,Leganés,La Liga,26-360,1998,2024-25,27,23,2029,22.5,0,1,0.5,0.5,1.3,1.8,30,60,81,0.06,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Aridane Hernández,esESP,DF,Rayo Vallecano,La Liga,36-035,1989,2024-25,10,7,665,7.4,0,0,0.7,0.7,0.0,0.7,2,30,0,0.0,0.09,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lucas Hernández,frFRA,DF,Paris S-G,Ligue 1,29-072,1996,2024-25,14,8,742,8.2,0,0,0.0,0.0,0.1,0.1,6,38,4,0.01,0.01,0.01,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Theo Hernández,frFRA,DF,Milan,Serie A,27-203,1997,2024-25,30,27,2426,27.0,4,3,2.5,1.7,4.5,6.2,85,127,133,0.17,0.26,0.23,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Hernani,brBRA,MF,Parma,Serie A,31-031,1994,2024-25,21,13,1150,12.8,3,2,2.8,0.4,1.0,1.4,27,70,32,0.08,0.3,0.11,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jorge Herrando,esESP,DF,Osasuna,La Liga,24-058,2001,2024-25,17,14,1276,14.2,1,0,1.2,1.2,0.0,1.2,6,36,1,0.0,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ander Herrera,esESP,MF,Athletic Club,La Liga,35-256,1989,2024-25,8,2,273,3.0,0,0,1.7,0.9,0.1,1.1,2,16,5,0.04,0.61,0.35,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sergio Herrera,esESP,GK,Osasuna,La Liga,31-326,1993,2024-25,32,32,2880,32.0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Yangel Herrera,veVEN,MF,Girona,La Liga,27-103,1998,2024-25,25,23,1920,21.3,4,3,3.2,3.2,1.5,4.7,24,97,79,0.07,0.22,0.22,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Juan Herzog,esESP,DF,Las Palmas,La Liga,21-349,2003,2024-25,15,11,966,10.7,0,0,0.6,0.6,0.0,0.6,0,19,1,0.0,0.06,0.06,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Son Heung-min,krKOR,FW,Tottenham,gPremier League,32-293,1992,2024-25,28,23,2004,22.3,7,9,7.0,5.4,8.2,13.7,87,104,259,0.37,0.68,0.61,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Isak Hien,seSWE,DF,Atalanta,Serie A,26-104,1999,2024-25,27,24,2057,22.9,0,0,0.8,0.8,0.1,0.8,6,46,1,0.0,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Omar El Hilali,maMAR,DF,Espanyol,La Liga,21-227,2003,2024-25,31,31,2738,30.4,0,2,0.0,0.0,0.8,0.9,34,77,48,0.03,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
James Hill,engENG,DF,Bournemouth,gPremier League,23-107,2002,2024-25,10,6,448,5.0,0,1,0.3,0.3,0.3,0.6,3,16,8,0.05,0.11,0.11,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Piero Hincapié,ecECU,DF,Leverkusen,Bundesliga,23-108,2002,2024-25,29,25,2413,26.8,2,2,2.7,2.7,3.2,5.9,48,145,69,0.12,0.22,0.22,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jack Hinshelwood,engENG,"DF,MF",Brighton,gPremier League,20-016,2005,2024-25,22,20,1676,18.6,2,2,1.5,1.5,1.3,2.8,16,60,46,0.07,0.15,0.15,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
George Hirst,sctSCO,FW,Ipswich Town,gPremier League,26-071,1999,2024-25,22,3,470,5.2,2,1,1.3,1.3,0.3,1.5,9,12,27,0.05,0.29,0.29,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Adam Hložek,czCZE,"FW,MF",Hoffenheim,Bundesliga,22-276,2002,2024-25,24,19,1615,17.9,7,2,5.1,5.1,3.2,8.4,41,63,86,0.18,0.47,0.47,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ki-Jana Hoever,nlNED,DF,Auxerre,Ligue 1,23-099,2002,2024-25,27,24,1945,21.6,0,2,0.3,0.3,2.4,2.7,54,71,110,0.11,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
