match_date,group,team,opponent,formation,player,shirt_no,position,is_starter,minutes,sub_in,sub_out,sub_reason,source,source_url,last_verified
2026-06-15,E,Ecuador,Ivory Coast,3-4-3,Kevin Rodríguez,11,FWD,no,13,77,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/ecuador-vs-ivory-coast/1hl6kp,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Kristoffer Nordfeldt,23,GK,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Gustaf Lagerbielke,2,DEF,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Isak Hien,4,DEF,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Victor Nilsson Lindelöf,3,DEF,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Alexander Bernhardsson,21,MID,yes,89,,90,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Jesper Karlström,16,DM,yes,84,,84,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Yasin Ayari,18,DM,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Gabriel Gudmundsson,5,DEF,yes,65,,64,injury,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Benjamin Nygren,10,MID,yes,65,,64,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Viktor Gyökeres,17,ST,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Alexander Isak,9,ST,yes,89,,90,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Elliot Stroud,24,MID,no,25,64,,injury,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Lucas Bergvall,7,MID,no,25,64,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Mattias Svanberg,19,MID,no,6,84,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Daniel Svensson,8,MID,no,1,90,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Sweden,Tunisia,3-4-1-2,Anthony Elanga,11,FWD,no,1,90,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Abdelmouhib Chamakh,1,GK,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Omar Rekik,4,DEF,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Montassar Talbi,3,DEF,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Amine Ben Hamida,21,DEF,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Yan Valery,20,DEF,yes,72,,72,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Rani Khedira,13,MID,yes,83,,84,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Ellyes Skhiri,17,MID,yes,72,,72,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Hannibal Mejbri,10,MID,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Ali Abdi,2,DEF,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Elias Saad,8,ST,yes,72,,72,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Anis Ben Slimane,25,ST,yes,84,,84,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Elias Achouri,7,MID,no,18,72,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Hadj Mahmoud,15,MID,no,18,72,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Sebastian Tounekti,26,FWD,no,18,72,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Ismaël Gharbi,11,MID,no,7,84,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-15,F,Tunisia,Sweden,3-5-2,Firas Chaouat,19,FWD,no,6,84,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/tunisia-vs-sweden/1x5290,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Unai Simón,23,GK,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Marcos Llorente,5,RB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Pau Cubarsí,22,CB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Aymeric Laporte,14,CB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Marc Cucurella,24,LB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Fabián Ruiz,8,MID,yes,71,,71,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Rodri,16,MID,yes,87,,87,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Pedri,20,MID,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Ferran Torres,7,RW,yes,81,,81,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Mikel Oyarzabal,21,ST,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Gavi,9,LW,yes,71,,71,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Mikel Merino,6,MID,no,19,71,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Lamine Yamal,19,FWD,no,19,71,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Dani Olmo,10,MID,no,9,81,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Spain,Cape Verde,4-3-3,Nico Williams,17,FWD,no,3,87,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Vozinha,1,GK,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Steven Moreira,22,RB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Roberto Lopes,4,CB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Diney Borges,3,CB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Sidny Lopes Cabral,13,LB,yes,76,,76,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Kevin Pina,6,CDM,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Ryan Mendes,20,RM,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Laros Duarte,15,CM,yes,61,,61,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Jamiro Monteiro,10,CAM,yes,79,,79,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Jovane Cabral,7,LM,yes,61,,61,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Dailon Livramento,19,FWD,yes,61,,61,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Deroy Duarte,14,MID,no,29,61,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Nuno da Costa,21,FWD,no,29,61,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Willy Semedo,17,FWD,no,29,61,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,João Paulo,8,MID,no,14,76,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,H,Cape Verde,Spain,4-1-4-1,Telmo Arcanjo,18,FWD,no,11,79,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/cape-verde-vs-spain/1bbtuo,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Thibaut Courtois,1,GK,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Thomas Meunier,15,RB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Nathan Ngoy,25,CB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Brandon Mechele,4,CB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Timothy Castagne,21,LB,yes,56,,56,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Amadou Onana,24,DM,yes,56,,56,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Youri Tielemans,8,DM,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Leandro Trossard,10,FWD,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Kevin De Bruyne,7,MID,yes,86,,85,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Jérémy Doku,11,FWD,yes,86,,85,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Charles De Ketelaere,17,MID,yes,66,,66,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Maxim De Cuyper,5,DEF,no,34,56,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Nicolas Raskin,23,MID,no,34,56,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Romelu Lukaku,9,FWD,no,24,66,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Hans Vanaken,20,MID,no,4,85,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Belgium,Egypt,4-2-3-1,Matias Fernandez-Pardo,26,FWD,no,4,85,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Mostafa Ahmed Shobeir,23,GK,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Mohamed Hany,3,RB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Yasser Ibrahim,2,CB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Hamdi Fathi,14,CB,yes,88,,88,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Ahmed Abou El Fotouh,13,LB,yes,88,,88,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Mohanad Lasheen,17,DM,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Marwan Ateya,19,DM,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Mostafa Ziko,11,FWD,yes,76,,76,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Mohamed Salah,10,FWD,yes,76,,76,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Emam Ashour,8,MID,yes,71,,71,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Omar Marmoush,22,FWD,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Rami Rabia,5,DEF,no,19,71,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Hamza Abdelkarim,9,FWD,no,14,76,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Zizo,25,FWD,no,14,76,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Karim Hafez,15,DEF,no,2,88,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,G,Egypt,Belgium,4-2-3-1,Ibrahim Adel,20,FWD,no,2,88,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/belgium-vs-egypt/2u3bhg,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Mohammed Al Owais,21,GK,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Saud Abdulhamid,12,RB,yes,89,,90,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Abdulelah Al Amri,4,CB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Hassan Al Tambakti,5,CB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Moteb Al-Harbi,24,LB,yes,89,,90,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Mohammed Abu Al Shamat,26,MID,yes,81,,81,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Mohamed Kanno,23,MID,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Abdullah Alkhaibari,15,MID,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Salem Al-Dawsari,10,FWD,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Firas Al-Buraikan,9,ST,yes,89,,90,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Musab Al-Juwayr,7,ST,yes,63,,63,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Nasser Al-Dawsari,6,MID,no,27,63,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Nawaf Al-Boushail,13,DEF,no,9,81,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Ali Lajami,3,DEF,no,1,90,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Alaa Hajji,18,MID,no,1,90,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Saudi Arabia,Uruguay,4-4-2,Abdullah Al-Hamdan,19,FWD,no,1,90,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Fernando Muslera,23,GK,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Guillermo Varela,13,RB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Sebastián Cáceres,3,CB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Mathías Olivera,16,CB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Matías Viña,17,LB,yes,45,,46,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Federico Valverde,8,MID,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Manuel Ugarte,5,MID,yes,72,,72,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Rodrigo Bentancur,6,MID,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Maxi Araújo,20,DEF,yes,81,,81,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Federico Viñas,21,ST,yes,89,,90,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Darwin Núñez,9,ST,yes,45,,46,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Juan Sanabria,25,DEF,no,45,46,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Agustín Canobbio,14,FWD,no,45,46,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Nicolás de la Cruz,7,MID,no,18,72,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Brian Rodríguez,18,FWD,no,9,81,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,H,Uruguay,Saudi Arabia,4-4-2,Rodrigo Aguirre,19,FWD,no,1,90,,tactical,FotMob/Opta,https://www.fotmob.com/en-GB/matches/uruguay-vs-saudi-arabia/1izuvb,2026-06-18
2026-06-16,G,Iran,New Zealand,4-4-2,Alireza Beiranvand,1,GK,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/new-zealand-vs-iran/1ar30l,2026-06-18
2026-06-16,G,Iran,New Zealand,4-4-2,Ramin Rezaeian,23,RB,yes,90,,,,FotMob/Opta,https://www.fotmob.com/en-GB/matches/new-zealand-vs-iran/1ar30l,2026-06-18
