match_id,home,away,team,player,signal_type,status,role_group,importance_tier,replacement_quality,evidence_grade,confirmed,minutes_expected_delta,base_role_adjustment_pct,replacement_multiplier,evidence_multiplier,minutes_multiplier,raw_adjustment_pct,single_signal_capped_pct,team_total_raw_pct,team_total_capped_pct,match_total_lambda_change_pct,final_adjustment_pct,base_lambda_before,adjusted_lambda_after,lambda_side,included_for_lambda,eventflow_also_uses_signal,eventflow_usage_mode,exclusion_reason,generated_at
WC2026-D32,USA,Australia,USA,Christian Pulisic,injury,out,wide_attacker,core,high,A,true,-80,-0.055,0.5,1,0.8889,-0.0244,-0.0244,-0.0244,-0.0244,-0.0139,-0.0244,1.581,1.5424,own_attack,True,True,tactical_path_only,,2026-06-23T08:16:08.172202+00:00
WC2026-D32,USA,Australia,USA,Christian Pulisic,injury,doubtful,wide_attacker,core,unknown,C,false,0,,,,,0,0,,,-0.0139,0,,,none,False,True,eventflow_only_probability_proxy,unconfirmed,2026-06-23T08:16:08.172202+00:00
WC2026-D32,USA,Australia,Australia,Garang Kuol,lineup_start,starts,wide_attacker,rotation,unknown,B,true,15,,,,,0,0,,,-0.0139,0,,,own_attack,False,True,eventflow_only_probability_proxy,rotation_player_not_eligible_for_lambda,2026-06-23T08:16:08.172202+00:00
WC2026-D32,USA,Australia,Australia,Nestory Irankunda,lineup_start,benched,wide_attacker,regular,unknown,A,true,0,,,,,0,0,,,-0.0139,0,,,own_attack,False,True,eventflow_only_probability_proxy,status_not_return:benched,2026-06-23T08:16:08.172202+00:00
WC2026-D32,USA,Australia,Australia,Connor Metcalfe,lineup_start,benched,creator,regular,unknown,A,true,0,,,,,0,0,,,-0.0139,0,,,own_attack,False,True,eventflow_only_probability_proxy,status_not_return:benched,2026-06-23T08:16:08.172202+00:00
