match_id,team,opponent,points_before,gd_before,rank_before,win_necessity,draw_utility,loss_damage,first_place_incentive,second_place_safety,third_place_safety,opponent_path_risk,group_pressure_index,pressure_type,state_reason_code,p_finish_1,p_finish_2,p_finish_3,p_finish_4,p_top2,p_best8_third,p_advance
WC2026-F58,Netherlands,Tunisia,4,4,1,0.15,0.75,0,0.4444,1,0,0.45,0,draw_ok,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,0.4444,0.5556,0,0,1,0,1
WC2026-D59,Turkey,USA,0,-3,4,0.855,0.1,1,0,0,0.0843,0.45,0.6047,must_win,R2_ZERO_POINTS_SURVIVAL,0,0,0.1111,0.8889,0,0.0843,0.0843
WC2026-D59,USA,Turkey,6,5,1,0.15,0.75,0,1,1,0,0.45,0.0425,draw_ok,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,1,0,0,0,1,0,1
WC2026-D60,Paraguay,Australia,3,-2,3,0.625,0.25,0.4775,0,0.3333,0.4392,0.45,0.3256,prefer_win,R3_BEST_THIRD_GD_CHASE,0,0.3333,0.5556,0.1111,0.3333,0.4392,0.7725
WC2026-D60,Australia,Paraguay,3,0,2,0.42,0.45,0.0698,0,0.6667,0.2635,0.45,0.0714,low_pressure,R2_THREE_POINTS_DRAW_TO_FOUR,0,0.6667,0.3333,0,0.6667,0.2635,0.9302
WC2026-I61,Norway,France,3,3,1,0.15,0.75,0,0.6667,1,0,0.45,0,draw_ok,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,0.6667,0.3333,0,0,1,0,1
WC2026-I61,France,Norway,3,2,2,0.15,0.75,0,0.3333,1,0,0.45,0,draw_ok,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,0.3333,0.6667,0,0,1,0,1
WC2026-I62,Senegal,Iraq,0,-2,3,0.7325,0.1,0.9033,0,0,0.3467,0.45,0.5254,must_win,R2_ZERO_POINTS_SURVIVAL,0,0,0.6667,0.3333,0,0.3467,0.3467
WC2026-I62,Iraq,Senegal,0,-3,4,0.855,0.1,1,0,0,0.1733,0.45,0.6047,must_win,R2_ZERO_POINTS_SURVIVAL,0,0,0.3333,0.6667,0,0.1733,0.1733
WC2026-G63,Egypt,Iran,1,0,4,0.35,0.3,0.7647,0.1111,0.3333,0.152,0.45,0.2809,low_pressure,OPEN_GROUP_TIED_ON_ONE,0.1111,0.2222,0.2222,0.4444,0.3333,0.152,0.4853
WC2026-G63,Iran,Egypt,1,0,2,0.35,0.3,0.5073,0.2222,0.6667,0.076,0.45,0.2388,low_pressure,OPEN_GROUP_TIED_ON_ONE,0.2222,0.4444,0.1111,0.2222,0.6667,0.076,0.7427
WC2026-G64,New Zealand,Belgium,1,0,1,0.35,0.3,0.4313,0.4444,0.6667,0.152,0.45,0.2642,low_pressure,OPEN_GROUP_TIED_ON_ONE,0.4444,0.2222,0.2222,0.1111,0.6667,0.152,0.8187
WC2026-G64,Belgium,New Zealand,1,0,3,0.35,0.3,0.6128,0.2222,0.3333,0.3039,0.45,0.2651,low_pressure,OPEN_GROUP_TIED_ON_ONE,0.2222,0.1111,0.4444,0.2222,0.3333,0.3039,0.6372
WC2026-H65,Cape Verde,Saudi Arabia,1,0,4,0.35,0.3,0.7647,0.1111,0.3333,0.152,0.45,0.2809,low_pressure,OPEN_GROUP_TIED_ON_ONE,0.1111,0.2222,0.2222,0.4444,0.3333,0.152,0.4853
WC2026-H65,Saudi Arabia,Cape Verde,1,0,2,0.35,0.3,0.5073,0.2222,0.6667,0.076,0.45,0.2388,low_pressure,OPEN_GROUP_TIED_ON_ONE,0.2222,0.4444,0.1111,0.2222,0.6667,0.076,0.7427
WC2026-H66,Uruguay,Spain,1,0,1,0.35,0.3,0.4313,0.4444,0.6667,0.152,0.45,0.2642,low_pressure,OPEN_GROUP_TIED_ON_ONE,0.4444,0.2222,0.2222,0.1111,0.6667,0.152,0.8187
WC2026-H66,Spain,Uruguay,1,0,3,0.35,0.3,0.6128,0.2222,0.3333,0.3039,0.45,0.2651,low_pressure,OPEN_GROUP_TIED_ON_ONE,0.2222,0.1111,0.4444,0.2222,0.3333,0.3039,0.6372
WC2026-L67,Panama,England,0,-1,3,0.7325,0.1,0.8737,0,0,0.3763,0.45,0.518,must_win,R2_ZERO_POINTS_SURVIVAL,0,0,0.6667,0.3333,0,0.3763,0.3763
WC2026-L67,England,Panama,3,2,1,0.15,0.75,0,0.6667,1,0,0.45,0,draw_ok,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,0.6667,0.3333,0,0,1,0,1
WC2026-L68,Croatia,Ghana,0,-2,4,0.7325,0.1,1,0,0,0.1857,0.45,0.5496,must_win,R2_ZERO_POINTS_SURVIVAL,0,0,0.3333,0.6667,0,0.1857,0.1857
WC2026-L68,Ghana,Croatia,3,1,2,0.15,0.75,0,0.3333,1,0,0.45,0,draw_ok,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,0.3333,0.6667,0,0,1,0,1
WC2026-J69,Algeria,Austria,0,-3,4,0.855,0.1,1,0,0,0.1742,0.45,0.6047,must_win,R2_ZERO_POINTS_SURVIVAL,0,0,0.3333,0.6667,0,0.1742,0.1742
WC2026-J69,Austria,Algeria,3,2,2,0.15,0.75,0,0.3333,1,0,0.45,0,draw_ok,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,0.3333,0.6667,0,0,1,0,1
WC2026-J70,Jordan,Argentina,0,-2,3,0.7325,0.1,0.8962,0,0,0.3538,0.45,0.5237,must_win,R2_ZERO_POINTS_SURVIVAL,0,0,0.6667,0.3333,0,0.3538,0.3538
WC2026-J70,Argentina,Jordan,3,3,1,0.15,0.75,0,0.6667,1,0,0.45,0,draw_ok,QUALIFICATION_SECURE_ROUTE_OPT_ALLOWED,0.6667,0.3333,0,0,1,0,1
WC2026-K71,Colombia,Portugal,3,2,1,0.55,0.3,0.0318,0.6667,0.8889,0.0793,0.45,0.2988,low_pressure,CONTROL_DESTINY,0.6667,0.2222,0.1111,0,0.8889,0.0793,0.9682
WC2026-K71,Portugal,Colombia,1,0,3,0.7325,0.1,0.5199,0.2222,0.3333,0.3968,0.45,0.474,must_win,MUST_WIN_SURVIVAL,0.2222,0.1111,0.5556,0.1111,0.3333,0.3968,0.7301
WC2026-K72,DR Congo,Uzbekistan,1,0,2,0.7325,0.1,0.5446,0.1111,0.5556,0.1498,0.45,0.458,must_win,MUST_WIN_SURVIVAL,0.1111,0.4444,0.2222,0.2222,0.5556,0.1498,0.7054
WC2026-K72,Uzbekistan,DR Congo,0,-2,4,0.7325,0.1,0.9529,0,0.2222,0.0749,0.45,0.5378,must_win,R2_ZERO_POINTS_SURVIVAL,0,0.2222,0.1111,0.6667,0.2222,0.0749,0.2971
