generated_at,match_id,group,team,current_rank,current_points,current_gd,current_gf,qualification_secure_prob,possible_finish_positions,route_if_first,route_if_second,route_if_third,route_score_first,route_score_second,route_score_third,expected_route_difficulty_first,expected_route_difficulty_second,route_uncertainty,annex_scenarios_covered,best_route_position,route_preference_delta,route_avoidance_applicable,route_avoidance_strength,primary_route_reason,uncertainty_level,source,source_url,notes
2026-06-21T11:38:53Z,,E,Curacao,4,0,-6,1,0.3195,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2I,R32 vs best_third_pool (uncertain),0.6182,0.7944,0.5165,0.6182,0.7944,0.2114,495,third,0.0,false,none,advancement_pressure_overrides_route,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_win_big
2026-06-21T11:38:53Z,,F,Sweden,1,3,4,5,0.9203,1|2|3,R32 vs expected_2C,R32 vs expected_1C,R32 vs best_third_pool (uncertain),0.75,0.8334,0.5165,0.75,0.8334,0.1929,0,third,0.2335,false,none,route_scores_too_close,low,phase06B_bracket_route,internal_knockout_route_slots,path_state=control_destiny
2026-06-21T11:38:53Z,,F,Japan,2,1,0,2,0.7042,1|2|3,R32 vs expected_2C,R32 vs expected_1C,R32 vs best_third_pool (uncertain),0.75,0.8334,0.5165,0.75,0.8334,0.1929,0,third,0.3169,false,none,advancement_pressure_overrides_route,low,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_win
2026-06-21T11:38:53Z,,F,Netherlands,3,1,0,2,0.642,1|2|3,R32 vs expected_2C,R32 vs expected_1C,R32 vs best_third_pool (uncertain),0.75,0.8334,0.5165,0.75,0.8334,0.1929,0,third,0.0,false,none,advancement_pressure_overrides_route,low,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_win
2026-06-21T11:38:53Z,,F,Tunisia,4,0,-4,1,0.3875,1|2|3,R32 vs expected_2C,R32 vs expected_1C,R32 vs best_third_pool (uncertain),0.75,0.8334,0.5165,0.75,0.8334,0.1929,0,third,0.0,false,none,advancement_pressure_overrides_route,low,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_win_big
2026-06-21T11:38:53Z,,G,New Zealand,1,1,0,2,0.754,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2D,R32 vs best_third_pool (uncertain),0.5243,0.55,0.5165,0.5243,0.55,0.181,495,third,0.0078,false,none,route_avoidance_blocked_by_qualification_need,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=open_group
2026-06-21T11:38:53Z,,G,Iran,2,1,0,2,0.7045,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2D,R32 vs best_third_pool (uncertain),0.5243,0.55,0.5165,0.5243,0.55,0.181,495,third,0.0335,false,none,route_avoidance_blocked_by_qualification_need,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=open_group
2026-06-21T11:38:53Z,,G,Belgium,3,1,0,1,0.6435,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2D,R32 vs best_third_pool (uncertain),0.5243,0.55,0.5165,0.5243,0.55,0.181,495,third,0.0,false,none,route_avoidance_blocked_by_qualification_need,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=open_group
2026-06-21T11:38:53Z,,G,Egypt,4,1,0,1,0.5691,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2D,R32 vs best_third_pool (uncertain),0.5243,0.55,0.5165,0.5243,0.55,0.181,495,third,0.0,false,none,route_avoidance_blocked_by_qualification_need,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=open_group
2026-06-21T11:38:53Z,,H,Uruguay,1,1,0,1,0.754,1|2|3,R32 vs expected_2J,R32 vs expected_1J,R32 vs best_third_pool (uncertain),0.7284,0.8543,0.5165,0.7284,0.8543,0.2147,0,third,0.2119,false,none,route_avoidance_blocked_by_qualification_need,low,phase06B_bracket_route,internal_knockout_route_slots,path_state=open_group
2026-06-21T11:38:53Z,,H,Saudi Arabia,2,1,0,1,0.7045,1|2|3,R32 vs expected_2J,R32 vs expected_1J,R32 vs best_third_pool (uncertain),0.7284,0.8543,0.5165,0.7284,0.8543,0.2147,0,third,0.3378,false,none,route_avoidance_blocked_by_qualification_need,low,phase06B_bracket_route,internal_knockout_route_slots,path_state=open_group
2026-06-21T11:38:53Z,,H,Spain,3,1,0,0,0.6435,1|2|3,R32 vs expected_2J,R32 vs expected_1J,R32 vs best_third_pool (uncertain),0.7284,0.8543,0.5165,0.7284,0.8543,0.2147,0,third,0.0,false,none,route_avoidance_blocked_by_qualification_need,low,phase06B_bracket_route,internal_knockout_route_slots,path_state=open_group
2026-06-21T11:38:53Z,,H,Cape Verde,4,1,0,0,0.5691,1|2|3,R32 vs expected_2J,R32 vs expected_1J,R32 vs best_third_pool (uncertain),0.7284,0.8543,0.5165,0.7284,0.8543,0.2147,0,third,0.0,false,none,route_avoidance_blocked_by_qualification_need,low,phase06B_bracket_route,internal_knockout_route_slots,path_state=open_group
2026-06-21T11:38:53Z,,I,Norway,1,3,3,4,0.9416,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2E,R32 vs best_third_pool (uncertain),0.6293,0.6037,0.5165,0.6293,0.6037,0.2152,495,third,0.1128,false,none,route_scores_too_close,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=control_destiny
2026-06-21T11:38:53Z,,I,France,2,3,2,3,0.9323,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2E,R32 vs best_third_pool (uncertain),0.6293,0.6037,0.5165,0.6293,0.6037,0.2152,495,third,0.0872,false,none,route_scores_too_close,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_not_lose
2026-06-21T11:38:53Z,,I,Senegal,3,0,-2,1,0.4313,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2E,R32 vs best_third_pool (uncertain),0.6293,0.6037,0.5165,0.6293,0.6037,0.2152,495,third,0.0,false,none,advancement_pressure_overrides_route,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_win
2026-06-21T11:38:53Z,,I,Iraq,4,0,-3,1,0.3215,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2E,R32 vs best_third_pool (uncertain),0.6293,0.6037,0.5165,0.6293,0.6037,0.2152,495,third,0.0,false,none,advancement_pressure_overrides_route,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_win_big
2026-06-21T11:38:53Z,,J,Argentina,1,3,3,3,0.9416,1|2|3,R32 vs expected_2H,R32 vs expected_1H,R32 vs best_third_pool (uncertain),0.5,0.5624,0.5165,0.5,0.5624,0.2461,0,first,0.0,false,none,route_scores_too_close,low,phase06B_bracket_route,internal_knockout_route_slots,path_state=control_destiny
2026-06-21T11:38:53Z,,J,Austria,2,3,2,3,0.9323,1|2|3,R32 vs expected_2H,R32 vs expected_1H,R32 vs best_third_pool (uncertain),0.5,0.5624,0.5165,0.5,0.5624,0.2461,0,first,0.0624,false,none,route_scores_too_close,low,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_not_lose
2026-06-21T11:38:53Z,,J,Jordan,3,0,-2,1,0.4313,1|2|3,R32 vs expected_2H,R32 vs expected_1H,R32 vs best_third_pool (uncertain),0.5,0.5624,0.5165,0.5,0.5624,0.2461,0,first,0.0165,false,none,advancement_pressure_overrides_route,low,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_win
2026-06-21T11:38:53Z,,J,Algeria,4,0,-3,0,0.3215,1|2|3,R32 vs expected_2H,R32 vs expected_1H,R32 vs best_third_pool (uncertain),0.5,0.5624,0.5165,0.5,0.5624,0.2461,0,first,0.0165,false,none,advancement_pressure_overrides_route,low,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_win_big
2026-06-21T11:38:53Z,,K,Colombia,1,3,2,3,0.9212,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2L,R32 vs best_third_pool (uncertain),0.5273,0.658,0.5165,0.5273,0.658,0.2645,495,third,0.0108,true,none,R32_first_vs_weighted_annex_c_third_score=0.53; R32_second_vs_expected_2L_score=0.66,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=control_destiny
2026-06-21T11:38:53Z,,K,DR Congo,2,1,0,1,0.7064,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2L,R32 vs best_third_pool (uncertain),0.5273,0.658,0.5165,0.5273,0.658,0.2645,495,third,0.1415,false,none,advancement_pressure_overrides_route,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_win
2026-06-21T11:38:53Z,,K,Portugal,3,1,0,1,0.6445,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2L,R32 vs best_third_pool (uncertain),0.5273,0.658,0.5165,0.5273,0.658,0.2645,495,third,0.0,false,none,advancement_pressure_overrides_route,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_win
2026-06-21T11:38:53Z,,K,Uzbekistan,4,0,-2,1,0.3896,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2L,R32 vs best_third_pool (uncertain),0.5273,0.658,0.5165,0.5273,0.658,0.2645,495,third,0.0,false,none,advancement_pressure_overrides_route,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_win
2026-06-21T11:38:53Z,,L,England,1,3,2,4,0.9431,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2K,R32 vs best_third_pool (uncertain),0.5678,0.5741,0.5165,0.5678,0.5741,0.2225,495,third,0.0513,false,none,route_scores_too_close,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=control_destiny
2026-06-21T11:38:53Z,,L,Ghana,2,3,1,1,0.9342,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2K,R32 vs best_third_pool (uncertain),0.5678,0.5741,0.5165,0.5678,0.5741,0.2225,495,third,0.0576,false,none,route_scores_too_close,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_not_lose
2026-06-21T11:38:53Z,,L,Panama,3,0,-1,0,0.4367,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2K,R32 vs best_third_pool (uncertain),0.5678,0.5741,0.5165,0.5678,0.5741,0.2225,495,third,0.0,false,none,advancement_pressure_overrides_route,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_win
2026-06-21T11:38:53Z,,L,Croatia,4,0,-2,2,0.3252,1|2|3,R32 vs weighted_annex_c_third,R32 vs expected_2K,R32 vs best_third_pool (uncertain),0.5678,0.5741,0.5165,0.5678,0.5741,0.2225,495,third,0.0,false,none,advancement_pressure_overrides_route,high,phase06B_bracket_route,internal_knockout_route_slots,path_state=must_win
