matchNumStr,matchKey,matchDate,homeTeam,awayTeam,homeTeamEn,awayTeamEn,homeTeamCode,awayTeamCode,homeTeamOddsName,awayTeamOddsName,score,code,sp
周一043,NOR-SEN,2026-06-23,挪威,塞内加尔,Norway,Senegal,NOR,SEN,挪威,塞内加尔,4:2,s04s02,50.00
周一043,NOR-SEN,2026-06-23,挪威,塞内加尔,Norway,Senegal,NOR,SEN,挪威,塞内加尔,5:0,s05s00,150.0
周一043,NOR-SEN,2026-06-23,挪威,塞内加尔,Norway,Senegal,NOR,SEN,挪威,塞内加尔,5:1,s05s01,120.0
周一043,NOR-SEN,2026-06-23,挪威,塞内加尔,Norway,Senegal,NOR,SEN,挪威,塞内加尔,5:2,s05s02,150.0
周一043,NOR-SEN,2026-06-23,挪威,塞内加尔,Norway,Senegal,NOR,SEN,挪威,塞内加尔,负其他,s1sa,120.0
周一043,NOR-SEN,2026-06-23,挪威,塞内加尔,Norway,Senegal,NOR,SEN,挪威,塞内加尔,平其他,s1sd,300.0
周一043,NOR-SEN,2026-06-23,挪威,塞内加尔,Norway,Senegal,NOR,SEN,挪威,塞内加尔,胜其他,s1sh,75.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,0:0,s00s00,10.50
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,0:1,s00s01,5.60
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,0:2,s00s02,6.20
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,0:3,s00s03,10.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,0:4,s00s04,23.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,0:5,s00s05,60.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,1:0,s01s00,12.50
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,1:1,s01s01,7.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,1:2,s01s02,6.50
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,1:3,s01s03,11.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,1:4,s01s04,28.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,1:5,s01s05,75.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,2:0,s02s00,30.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,2:1,s02s01,16.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,2:2,s02s02,16.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,2:3,s02s03,30.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,2:4,s02s04,65.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,2:5,s02s05,200.0
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,3:0,s03s00,100.0
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,3:1,s03s01,70.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,3:2,s03s02,70.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,3:3,s03s03,80.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,4:0,s04s00,500.0
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,4:1,s04s01,350.0
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,4:2,s04s02,350.0
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,5:0,s05s00,1000
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,5:1,s05s01,800.0
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,5:2,s05s02,900.0
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,负其他,s1sa,50.00
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,平其他,s1sd,700.0
周一044,JOR-ALG,2026-06-23,约旦,阿尔及利亚,Jordan,Algeria,JOR,ALG,约旦,阿尔及利,胜其他,s1sh,450.0
